"User_ID","Gender","Age","Height","Weight","Duration","Heart_Rate","Body_Temp","Calories"
17285731,"male",45,179,82,26,107,40.6,180
15680979,"female",63,157,61,10,87,39.8,47
15434419,"female",40,149,54,20,104,40.3,124
19876880,"female",62,148,44,26,108,40.8,186
17526888,"female",54,159,58,6,90,39,29
12054652,"female",36,171,63,23,105,40.7,141
16399823,"male",40,183,84,5,79,39.1,12
19947232,"male",76,190,94,7,90,39,43
16328769,"female",53,164,63,26,107,40.8,172
13353578,"male",23,190,91,6,84,39.6,15
17313598,"male",45,196,102,29,118,41,261
13190373,"male",26,191,87,15,96,40.2,67
16987099,"male",20,189,85,8,82,39.8,16
17825244,"male",65,189,98,27,125,40.9,295
19380876,"female",33,177,72,14,92,40.3,64
15960735,"male",71,200,98,27,108,40.6,234
10854548,"female",53,157,56,21,98,40.2,121
19189603,"male",23,190,87,9,76,39.8,12
10243918,"female",35,172,65,6,92,39.3,28
17945795,"female",41,177,69,5,82,39.1,18
16684358,"female",31,145,46,28,104,40.7,172
10250910,"male",53,199,95,13,93,40.1,71
10394686,"male",33,182,88,23,100,40.6,124
13842156,"male",43,194,96,13,95,40,69
10968504,"male",23,183,82,20,105,40.7,111
10179670,"female",63,157,58,28,100,40.6,172
19948455,"male",24,173,75,28,106,40.7,157
13458337,"female",52,171,63,20,108,40.5,134
17916448,"female",38,168,64,9,91,39.8,42
16972419,"female",26,169,64,4,84,38.8,15
14095962,"female",68,176,73,21,94,40.3,113
14839734,"female",21,178,74,12,101,39.7,63
18336263,"female",65,162,61,11,101,40,69
12260959,"male",39,185,87,26,110,40.9,187
19488650,"male",74,179,84,2,81,38.2,9
11765471,"male",60,196,99,23,105,40.5,177
10263593,"female",25,161,63,2,84,38.3,7
13802821,"female",59,181,78,29,103,41,177
14371997,"male",71,196,99,15,87,40,83
13794336,"female",64,175,68,3,87,38.6,14
19951807,"male",56,192,99,19,94,40.2,111
16652585,"female",23,153,55,26,98,40.8,137
12573938,"male",31,186,91,14,96,40.1,67
18280943,"female",23,173,71,5,94,39.2,23
15683964,"female",25,162,63,4,83,39.1,14
14380972,"female",79,164,66,18,96,40.1,106
17828598,"female",25,167,62,3,89,38.5,13
11954001,"female",79,164,67,6,91,39.2,32
18316394,"female",52,155,58,21,108,40.5,143
15422095,"male",64,184,93,19,108,40.4,156
11730117,"female",56,155,55,21,109,40.4,147
11332044,"female",56,171,70,2,79,38.1,7
13065158,"male",36,186,84,19,97,40.5,95
10836250,"female",26,176,76,19,97,40.4,93
13439846,"female",67,161,63,13,82,39.9,55
17472721,"male",36,169,70,10,86,39.7,30
18491708,"male",24,180,83,10,89,40,32
18525975,"male",33,198,104,26,103,40.9,161
14243456,"female",74,173,78,30,107,40.9,204
13677567,"male",31,198,102,30,107,40.8,200
10574846,"male",32,174,70,3,92,38.7,11
18883192,"female",38,166,63,2,85,38.3,8
18457526,"male",64,188,93,18,102,40.2,132
18679172,"male",49,196,94,24,98,41.1,144
16384252,"male",55,172,73,17,89,40.3,76
12174253,"male",79,195,105,20,98,40.7,154
14906962,"female",74,158,59,8,86,39.5,39
10532715,"female",57,160,61,25,104,40.7,160
17909757,"female",43,166,66,12,89,40.1,54
17640621,"male",49,201,105,21,102,40.7,144
11165288,"female",24,162,61,23,98,40.9,119
15432198,"male",45,191,92,23,107,40.5,164
14120544,"female",45,167,66,23,98,40.4,126
18001704,"female",49,157,57,16,94,40.5,84
13460239,"female",72,166,66,19,102,40.2,121
19432619,"male",40,180,81,9,85,39.9,30
19127767,"female",45,159,62,8,94,39.6,41
14434937,"female",21,155,55,29,112,40.9,195
14667306,"male",38,189,93,13,95,39.9,65
15893802,"female",62,168,65,7,86,39.4,32
12522065,"female",23,154,51,9,91,39.7,41
18010312,"female",37,154,55,6,92,39.1,29
13400177,"male",34,182,87,14,101,39.9,78
17716007,"female",73,171,75,29,104,41.1,189
15052107,"male",69,187,93,11,99,40.2,78
14550209,"male",41,189,94,17,97,40.3,93
15551300,"male",32,179,84,24,116,40.7,184
17501639,"female",38,151,56,28,111,40.5,193
18090503,"male",71,198,102,22,104,40.6,179
17755287,"female",35,179,68,5,85,39.2,19
10182922,"female",24,166,64,2,84,38.4,7
15574309,"male",41,183,88,16,96,40.3,83
10811492,"male",44,186,96,15,88,40.2,64
17488410,"male",35,198,95,13,99,40.3,71
19715205,"male",31,184,80,18,93,40.7,73
10960879,"male",51,184,92,3,80,38.5,10
17696678,"female",21,175,68,7,85,39.4,26
11711025,"female",23,172,70,17,104,40.4,97
10753818,"male",64,178,83,24,103,41,174
13942658,"female",66,164,64,9,89,39.6,44
18867069,"female",47,152,55,28,106,40.8,183
11321850,"female",35,140,47,26,101,40.6,153
17027369,"female",55,166,58,10,90,39.7,49
14130422,"male",52,177,81,9,85,39.5,35
10186423,"male",60,178,75,6,87,39.4,27
14660795,"male",50,188,95,25,109,40.9,193
10072976,"male",27,172,71,29,109,40.6,177
18472777,"male",55,184,88,1,78,37.8,3
16870818,"male",34,185,80,12,92,40.2,49
12290506,"male",58,181,84,11,78,39.9,35
15955077,"female",53,155,57,30,106,41.1,198
11037907,"male",78,190,100,2,91,38.6,13
17714995,"male",31,183,87,15,97,40.2,72
12228347,"female",57,167,63,28,103,40.8,176
15129059,"male",22,186,82,14,89,40.2,43
14424004,"female",22,157,55,20,97,40.5,103
14745614,"male",25,186,86,11,98,40.1,51
14152978,"male",39,189,89,6,89,39.1,24
14569822,"female",64,161,68,23,109,40.8,160
17077938,"male",28,180,79,9,93,39.6,35
19606359,"female",39,156,53,17,103,40.2,104
14222940,"female",60,152,54,3,86,38.5,14
11229506,"male",31,203,111,27,110,41.1,197
17566685,"male",23,176,82,27,116,40.8,194
16710726,"male",65,197,102,13,83,40.1,61
13545390,"male",50,191,96,20,90,40.6,98
15371259,"male",54,179,79,10,93,39.8,52
17755692,"male",63,181,85,16,96,40.9,99
19457716,"male",48,175,78,5,86,39.6,19
11199746,"male",45,181,87,25,104,40.9,164
17671943,"female",25,166,61,15,104,40.2,88
10078938,"female",26,158,58,7,85,39.8,27
10642658,"male",24,176,80,27,105,40.6,150
14729085,"female",35,182,74,27,101,41.1,149
16566416,"female",53,175,75,13,90,40.2,60
10900196,"female",39,170,64,19,103,40.5,113
13845133,"male",21,198,101,7,95,39.2,30
13460654,"male",28,194,91,10,106,40.1,61
15801734,"male",33,188,83,17,93,40.5,72
14661843,"male",24,185,83,15,90,40.5,50
14713831,"male",44,185,85,26,103,40.7,164
10758388,"male",70,197,98,19,101,40.2,143
11095197,"female",61,161,57,18,97,40.1,104
12091909,"male",40,177,84,7,90,39.8,29
10921040,"male",36,179,83,23,109,40.5,156
15263095,"female",41,166,66,22,93,40.9,107
15948318,"female",65,168,70,8,83,39.5,33
19358124,"male",29,192,97,10,84,39.5,30
14662485,"female",30,168,61,28,105,41.4,169
12610916,"female",65,178,68,6,83,39.3,25
14575443,"female",39,164,65,4,85,38.9,16
17057418,"female",20,160,63,18,106,40.4,107
10890600,"female",60,161,59,7,82,39.5,29
15238405,"female",67,173,69,20,105,40.5,132
10955840,"female",60,177,81,8,85,39.7,33
19318394,"male",76,193,103,18,95,40.3,127
18109365,"female",41,155,56,20,96,40.4,107
10647318,"female",62,147,54,7,80,39.5,28
17714049,"male",21,198,101,7,86,39.1,21
16130727,"male",60,187,90,9,86,39.8,42
11918600,"female",24,166,66,18,95,40,86
15789439,"female",78,177,76,22,101,40.6,138
16851786,"male",21,188,89,21,102,40.4,108
15142192,"female",42,157,56,25,106,40.8,161
19954248,"female",35,162,55,16,92,40.5,77
13091187,"male",23,181,81,10,89,39.6,31
11731165,"female",66,167,71,27,106,40.8,179
12901576,"male",39,182,79,10,93,40.1,44
19105093,"male",34,172,75,8,94,39.3,34
10783304,"female",54,159,60,19,104,40.6,121
12895751,"female",36,161,57,26,107,40.7,167
14254415,"female",64,166,69,27,107,40.4,182
17414076,"male",44,186,92,7,96,39.8,38
16562821,"female",59,168,64,14,94,40.2,75
11077721,"male",21,186,88,20,110,40.3,127
13945114,"female",60,152,50,7,89,39.8,35
14550848,"female",36,163,59,4,83,38.9,15
12843676,"female",21,150,53,23,103,40.6,133
17198606,"male",21,182,84,10,99,39.7,46
14660676,"female",27,164,64,4,88,38.8,17
16507731,"female",49,156,56,29,115,40.9,218
15089940,"female",46,164,62,13,94,39.9,67
18468299,"male",73,184,82,27,104,40.7,211
16090965,"female",26,160,58,14,95,39.9,69
18406638,"male",58,176,73,15,95,40.6,83
15869217,"male",73,189,89,18,99,40.6,130
19655946,"male",48,198,102,7,94,39.4,39
13256132,"male",74,184,85,28,101,41.1,209
15301574,"male",22,185,80,28,99,41.2,127
16489759,"female",43,158,60,18,101,40.4,105
11171031,"male",30,182,84,13,99,40.3,65
11999028,"male",33,172,74,14,99,40.1,69
17964265,"female",31,169,72,9,89,39.7,38
19860984,"male",50,181,81,6,83,39.3,21
16236160,"male",42,184,83,30,110,41.1,217
17491328,"female",67,145,52,14,97,39.9,83
12271736,"male",52,194,92,15,100,40.2,96
14155645,"male",39,189,91,13,91,39.8,57
13890574,"male",76,203,103,8,86,39.5,46
10486892,"male",33,180,85,14,94,39.8,62
19052585,"female",65,173,68,9,81,39.4,36
19178111,"female",25,154,52,18,108,40.5,115
16599617,"male",32,177,82,27,106,40.6,165
10354823,"female",20,160,59,29,112,40.5,193
16835015,"female",64,174,74,7,88,38.9,33
18815385,"male",44,202,101,2,79,38.2,6
14879685,"male",25,201,101,15,93,40,64
14129409,"female",40,162,64,2,87,38.1,9
16648415,"male",32,174,77,3,79,38.6,6
15095176,"female",26,161,51,28,109,41,183
19057360,"male",24,171,75,17,101,40.2,82
13881710,"female",26,154,56,19,97,40.6,98
10442557,"female",22,180,74,2,81,37.9,6
11830359,"female",62,167,65,11,97,39.9,63
10157076,"female",64,176,74,6,97,39.1,34
12733084,"male",32,189,88,4,75,38.8,6
15852151,"female",43,168,66,20,102,40.2,118
18415031,"male",64,181,82,26,94,40.9,152
19119246,"male",32,177,82,7,83,39.4,19
17267779,"female",54,157,61,30,108,40.5,204
13724595,"female",37,170,64,20,105,40.3,122
14179764,"female",59,168,67,13,89,39.8,62
19916629,"male",23,178,81,23,105,40.5,127
14359376,"male",25,179,76,11,90,40.3,36
14156424,"male",23,179,84,26,107,40.6,153
19301268,"female",73,176,70,18,97,40.2,105
14182220,"female",50,169,68,25,100,40.8,144
10508905,"female",43,151,50,2,72,37.9,6
13534048,"female",28,164,66,3,87,38.9,12
19137973,"male",23,176,79,13,98,40.2,58
14050303,"female",62,173,73,13,85,40,56
17939142,"male",42,176,78,4,88,39.1,15
15488231,"female",67,151,59,27,105,40.8,181
16228901,"male",20,181,77,16,96,40.5,63
11973957,"male",41,182,83,16,94,40.2,76
19267175,"female",20,160,62,26,104,40.9,149
19020086,"male",64,192,93,14,93,40.1,83
16408800,"male",78,189,95,18,97,40,131
17120164,"female",27,150,56,22,92,40.5,103
16861387,"female",26,161,61,15,93,40.2,70
18214674,"male",34,176,78,12,98,39.7,59
13981425,"male",44,195,103,2,89,38.2,9
18273470,"male",73,204,103,17,101,39.9,133
18127323,"male",71,188,96,2,75,38,7
10293839,"male",20,171,77,3,86,38.6,7
19573367,"female",50,170,71,15,97,40.1,81
10814313,"male",54,176,72,22,112,40.7,173
17388343,"male",28,179,83,2,79,38.1,4
11254410,"female",51,166,61,16,99,40.4,92
19986370,"male",48,177,81,28,111,40.9,214
19834547,"male",24,194,93,9,92,39.4,35
15242115,"female",25,175,72,13,94,40.2,60
14278095,"female",35,169,67,4,83,38.6,15
12132251,"male",37,189,97,11,88,39.7,44
14544067,"male",69,188,85,14,106,40,112
19952984,"female",27,175,73,11,94,40,51
12397254,"male",25,182,81,8,91,39.5,28
13340961,"male",24,188,93,10,94,39.6,42
16579928,"male",36,186,85,20,98,40.3,104
14330210,"male",22,180,79,13,87,40.1,35
10518154,"male",32,202,108,18,97,40.3,96
11219147,"female",31,162,57,8,86,39.6,33
19332658,"male",33,192,97,22,101,40.4,126
19187939,"male",42,187,86,17,99,40.1,96
11481222,"male",33,200,98,30,108,40.8,205
11921467,"female",31,162,60,12,92,39.6,56
17385854,"male",33,187,80,21,91,40.6,81
12189951,"female",42,176,71,17,97,40.1,89
14917389,"male",21,181,74,9,94,39.5,33
10716199,"female",24,186,76,9,92,39.7,39
15470935,"male",28,175,72,11,91,39.8,38
14554560,"female",27,157,54,10,92,40.2,47
17494931,"female",54,170,72,15,89,40.2,69
12035050,"female",38,160,62,24,100,40.2,135
14533728,"male",50,193,99,3,81,38.3,11
17364084,"female",20,162,58,4,76,39.2,11
18895905,"female",47,151,56,25,108,40.7,168
11111780,"female",45,183,72,7,89,39.7,31
15320337,"female",58,149,54,24,107,40.4,164
15370853,"female",47,177,75,15,91,40.1,70
14594125,"female",35,161,65,14,91,40.2,64
13409923,"male",24,161,62,11,90,39.9,32
14365768,"female",30,165,65,16,101,40.3,89
17063121,"female",72,175,74,27,101,41.3,167
17883984,"female",69,166,64,24,107,41,166
14397689,"male",45,176,79,6,90,39.3,26
18097245,"male",20,191,93,8,91,39.5,28
14721145,"male",30,199,96,9,96,40.1,43
11128407,"female",51,166,66,20,95,40.2,105
19162034,"female",44,181,75,22,95,40.4,111
17303624,"male",42,175,72,28,107,41.1,183
15260647,"female",52,156,58,16,84,40.5,68
12178742,"male",27,181,83,6,86,39.4,17
10079907,"male",32,193,96,18,101,40.3,102
14081183,"male",38,206,105,26,114,40.7,211
19989193,"female",54,182,85,28,107,40.8,178
19429571,"male",41,176,81,13,93,40.3,60
15513487,"male",26,193,92,29,101,41,154
11467410,"female",22,153,56,29,117,40.9,210
18707226,"female",25,155,56,16,95,40.9,79
19276397,"female",34,158,56,18,95,40.8,92
19889686,"male",47,200,108,15,98,40.2,93
13655717,"male",67,189,94,19,100,40.2,136
16652782,"male",37,177,82,3,75,38.5,5
15425156,"female",41,161,61,11,84,39.9,44
15735157,"female",59,145,49,14,97,39.8,82
13395771,"male",62,184,83,22,103,40.5,157
13800453,"female",22,170,69,26,100,41,137
12876970,"male",64,190,91,11,89,39.9,58
19340793,"male",69,195,95,10,92,39.6,61
19097870,"male",47,183,81,5,77,39.3,12
15583954,"female",48,181,72,6,89,39.4,27
18127357,"female",22,169,62,19,99,40.3,100
18702539,"male",25,186,90,1,84,37.9,3
13603620,"female",54,151,53,19,94,40.3,103
11141025,"male",70,185,83,1,74,38.1,3
11167982,"female",25,176,66,29,109,40.9,183
11058573,"male",48,193,96,5,88,39.1,22
10153634,"male",43,176,79,26,115,41.2,207
10199610,"female",32,166,66,14,89,39.9,60
10055434,"male",28,202,99,15,88,39.9,54
11165210,"female",39,159,59,18,100,40.1,102
15609735,"female",20,175,66,28,104,41,159
12940540,"male",48,167,67,29,112,40.9,217
10925452,"female",47,162,55,21,93,40.5,108
10460203,"male",22,186,82,14,94,40.1,54
16642178,"male",25,190,91,24,116,40.5,180
13363046,"male",20,183,88,16,97,40.5,69
11842772,"female",20,158,57,21,110,40.2,136
16989471,"female",33,159,54,16,94,40.1,80
15161029,"male",30,178,83,27,110,40.6,180
18300732,"female",23,170,67,3,88,38.3,12
16778398,"female",70,158,65,28,98,40.9,166
15265823,"female",29,171,68,15,101,40.3,82
16254852,"female",32,159,59,23,108,40.6,148
16723220,"female",26,161,57,3,92,38.3,14
14710937,"male",23,180,78,6,83,39.5,13
10120578,"female",23,170,66,12,86,40.3,46
19839960,"male",75,187,96,11,93,40,72
15482828,"male",23,195,87,9,93,39.7,35
12976318,"female",42,161,60,23,106,40.9,147
14800286,"male",47,189,89,19,99,40.4,113
19364544,"male",56,179,87,20,107,40.4,151
13361345,"female",43,175,73,1,91,37.5,5
13556687,"male",38,173,72,3,75,38.5,5
14737350,"male",54,188,90,23,108,40.9,176
14747815,"female",60,159,53,6,87,39.5,29
13066498,"male",26,164,71,25,110,40.7,155
17555683,"male",63,177,80,3,89,38.7,15
13196720,"male",44,175,74,1,74,37.9,2
11539740,"male",39,190,91,19,112,40.4,144
13474684,"female",30,168,70,28,103,41.1,160
19743558,"male",22,196,91,9,92,39.7,34
15564730,"female",37,172,67,9,86,40.1,36
18249351,"female",68,166,65,15,101,40.1,93
16459449,"female",64,148,51,16,94,40,90
17047475,"female",50,182,75,22,111,40.6,151
19504118,"female",25,162,61,23,107,40.5,142
17432080,"male",79,170,75,18,95,40.6,119
14482281,"female",38,157,54,27,109,40.5,181
12063233,"male",42,182,87,10,99,39.6,57
12918788,"female",52,172,65,3,80,38.4,11
13228155,"male",34,185,94,4,85,38.8,13
14202134,"male",37,179,79,3,85,38.6,9
19629377,"female",49,159,59,12,100,40.4,70
16920179,"female",59,150,48,23,100,40.5,143
10531396,"male",27,187,88,14,98,40.2,67
13240724,"male",30,181,81,9,97,39.8,42
18078275,"male",70,186,82,28,102,41,206
19238987,"female",47,168,66,23,104,40.4,142
18609268,"female",20,169,65,29,98,40.9,147
10838219,"male",48,180,86,8,92,39.3,39
11569781,"male",24,183,83,26,109,40.6,162
12275317,"male",50,190,100,27,104,40.8,191
12193605,"male",52,199,99,5,93,39,27
11666208,"female",21,158,57,17,96,40.4,85
17453918,"male",32,162,65,6,91,39.3,21
13690968,"male",40,180,88,9,94,39.5,44
10399838,"male",31,183,83,15,91,40,58
16296132,"female",25,167,64,23,95,41,111
18988497,"female",30,168,64,4,90,39,18
17421142,"male",29,188,84,16,95,40.4,70
12862953,"male",65,172,74,9,92,40,49
19527280,"female",38,166,63,24,106,40.5,150
13220104,"male",20,181,80,27,100,40.8,124
12151296,"male",37,168,68,25,97,41.1,118
10816626,"female",26,149,50,17,95,40.2,86
16952678,"female",35,170,63,16,98,40.5,86
18677152,"male",28,181,79,22,105,40.6,126
15482868,"female",66,145,52,24,110,40.5,176
13132993,"male",70,171,80,30,108,41,247
17203920,"male",39,189,89,22,101,40.3,129
14780788,"female",65,164,68,21,99,40.6,124
19044203,"male",25,181,79,28,112,40.8,186
15864536,"female",30,169,62,13,93,40.2,62
16516394,"male",43,177,80,27,103,40.9,166
16086752,"male",66,173,74,16,96,40.3,97
14437726,"female",29,161,61,15,91,40.3,68
10785168,"male",22,170,68,21,103,40.4,103
14408849,"female",47,159,56,2,90,38.1,10
19140214,"male",31,179,82,6,87,39.1,19
15304167,"female",28,166,62,22,99,40.5,118
16638708,"female",33,162,57,16,88,40.3,69
12015336,"male",25,193,86,23,101,40.5,118
18594088,"male",20,184,84,1,76,37.8,1
12694662,"male",24,188,90,19,103,40.3,104
15669337,"female",33,166,65,14,89,40.4,61
10224780,"male",32,197,101,1,84,37.7,3
13544263,"female",43,168,70,24,100,40.6,135
18415591,"male",59,185,96,29,113,40.9,255
15790851,"male",46,187,84,18,90,40.6,80
15545047,"male",32,197,95,6,85,39.5,19
11152622,"male",56,190,95,26,108,40.9,205
16826583,"female",23,165,59,28,113,40.5,190
17793281,"male",24,180,77,18,96,40.4,74
17658201,"female",47,173,76,24,100,40.8,134
17035813,"male",33,174,74,24,111,40.9,162
16739816,"female",46,177,77,21,102,40.6,121
16335969,"male",46,185,90,17,94,40.4,88
15072303,"female",24,167,63,26,107,40.8,159
19233602,"male",25,173,71,5,84,39.2,11
17401482,"male",60,180,79,4,87,38.9,18
19566555,"female",20,155,53,9,85,39.2,35
16829670,"male",74,186,93,11,95,39.7,74
11454330,"female",36,168,69,13,101,39.9,73
13862603,"female",20,166,58,8,88,39.9,33
19093434,"female",26,150,49,24,104,40.9,145
16647489,"male",22,179,77,19,98,40.4,82
15748028,"female",29,162,57,2,91,38.3,9
16029747,"female",76,187,93,16,90,40.5,77
12548450,"female",27,147,52,4,79,39.2,13
17561848,"male",38,172,70,24,102,40.6,133
11758623,"female",54,149,55,25,109,40.4,174
19084039,"female",68,161,60,16,95,40.4,91
11694485,"female",31,149,48,7,87,39.8,30
14988744,"male",71,184,91,14,87,40,75
14455694,"male",40,187,90,14,89,40.1,58
15152766,"male",50,183,82,27,110,40.8,205
16507298,"male",54,178,85,3,74,38.3,7
17621749,"female",34,168,66,17,100,40.5,94
16115051,"female",66,187,82,11,92,40,55
12845459,"female",38,178,73,11,95,39.7,54
11079675,"female",55,170,62,23,102,40.5,141
14448257,"male",35,173,70,27,102,40.8,146
14765261,"male",58,186,87,9,90,40,46
14837372,"female",77,161,63,28,106,40.9,195
14080154,"female",35,163,63,19,102,39.8,110
10050978,"male",51,181,87,9,91,39.6,44
12384726,"female",32,172,66,7,79,39.4,23
14070898,"male",68,203,102,21,111,40.9,190
11398657,"male",46,177,76,21,100,40.4,121
14026831,"male",25,180,84,17,96,40.1,74
14467823,"male",29,182,84,19,101,40.4,100
19221309,"female",49,173,68,19,104,40.2,117
12097174,"male",58,187,87,23,111,40.8,190
10649018,"female",40,171,72,23,102,40.9,132
19148024,"female",48,166,70,4,87,38.8,17
11973200,"male",30,186,83,6,74,39.5,7
13586767,"female",37,166,61,25,103,40.7,149
17847288,"male",30,186,89,27,102,40.9,151
15900599,"female",40,180,72,5,82,39.2,18
18695655,"male",33,187,83,2,82,38.2,5
16886392,"male",72,194,98,29,111,40.8,266
16649833,"male",79,184,87,24,104,40.6,197
14693759,"female",42,150,52,25,98,40.7,141
18256462,"male",31,167,67,24,107,40.5,142
16743442,"male",36,204,106,20,96,40.5,107
19207712,"female",39,171,67,19,105,40.5,116
18328438,"male",40,179,84,17,99,40.2,94
11616478,"female",71,176,72,6,92,39.3,31
11127484,"male",24,178,78,22,102,40.7,111
14947633,"female",29,175,74,1,71,38.1,2
18451511,"female",39,161,64,9,81,39.6,32
15397806,"female",42,173,72,28,111,41,189
13073458,"female",21,165,60,20,103,40.6,114
18185517,"male",21,183,78,12,88,39.9,34
13672975,"male",49,184,86,26,103,40.8,171
14725194,"female",55,177,77,9,90,39.7,42
17516268,"female",69,171,73,15,102,40.4,94
19322889,"male",52,194,100,2,80,38.2,7
18718920,"male",73,192,102,19,97,40.4,136
18616446,"male",26,203,100,4,81,38.9,10
12853692,"female",20,161,60,29,107,40.3,177
15267253,"female",27,175,68,22,101,40.7,120
13992137,"female",75,155,61,21,107,40.6,148
10582652,"male",45,189,93,2,70,38.1,3
12051718,"male",38,188,89,1,77,37.7,2
11527139,"female",29,158,51,28,114,40.8,199
17593004,"male",38,192,92,21,104,40.6,133
11140940,"female",48,166,66,6,92,38.7,29
19126556,"female",61,175,78,8,82,39.4,31
10693778,"male",32,179,82,6,86,39.7,19
12063169,"female",61,179,75,9,82,40.2,35
16231616,"male",64,195,101,30,109,41,256
12327773,"male",68,191,98,22,99,41,157
12855636,"female",30,173,72,9,95,39.7,43
14421260,"male",42,197,97,12,95,40,63
18581701,"male",21,181,79,11,88,39.9,31
16429150,"male",52,176,77,26,112,40.8,205
13834701,"male",26,175,74,1,81,37.9,2
12818636,"male",78,175,76,21,102,40.1,160
16005883,"female",64,152,52,2,92,38.1,11
12456242,"female",37,161,62,23,102,40.7,134
18072910,"male",43,187,92,23,102,40.7,144
10426862,"female",24,169,59,21,109,40.6,134
19738383,"male",29,173,79,2,76,38.1,3
12283845,"male",43,171,76,14,95,40.2,68
16909168,"female",52,154,61,18,89,40.3,85
14122672,"female",78,156,59,4,77,38.8,16
15395237,"female",62,164,63,20,93,40.4,106
13834277,"female",25,158,54,5,90,39,22
17810855,"female",28,175,72,7,93,39.5,32
17904508,"female",43,157,56,20,99,40.6,114
10765868,"female",41,154,51,5,87,39.4,22
18331439,"female",22,161,53,7,83,39.5,26
14616526,"female",29,159,64,17,97,40.2,87
10619429,"female",30,167,64,11,89,39.9,47
18987184,"female",37,163,62,26,101,40.7,149
